"text","score"
"@realDonaldTrump What makes you think anyone gives a flying fuck about you and your life? #TheResistance https://t.co/DGMgCWkubj",-3
"RT @gregmcneilly: Is @realDonaldTrump the GOP FDR? https://t.co/0q0GKeoLYm",0
"RT @gregmcneilly: Is @realDonaldTrump the GOP FDR? https://t.co/0q0GKeoLYm",0
"@HowardKurtz what do you mean ""running""? He has to be picked by @realDonaldTrump. They need to iron out Russia approach.",1
"RT @gregmcneilly: Is @realDonaldTrump the GOP FDR? https://t.co/0q0GKeoLYm",0
"Al Capone was nailed for tax evasion. I would accept it if @realDonaldTrump were impeached over racketeering and fraud charges. Right now!",-2
"RT @gregmcneilly: Is @realDonaldTrump the GOP FDR? https://t.co/0q0GKeoLYm",0
"@SenWarren @realDonaldTrump Lizzy, I hope Sessions is going after HRC, and you too, if you broke any laws!",0
"@seanhannity @realDonaldTrump Legal Marijuana States are scared.  I tell them you believe in State Law, they are NOT on your radar. Confirm?",-2
"RT @gregmcneilly: Is @realDonaldTrump the GOP FDR? https://t.co/0q0GKeoLYm",0
"RT @BactiveorBquiet: THIS is how it's done! @realDonaldTrump could learn from Trudeau https://t.co/ZnhPJj0UcC",0
"RT @gregmcneilly: Is @realDonaldTrump the GOP FDR? https://t.co/0q0GKeoLYm",0
"RT @gregmcneilly: Is @realDonaldTrump the GOP FDR? https://t.co/0q0GKeoLYm",0
"RT @gregmcneilly: Is @realDonaldTrump the GOP FDR? https://t.co/0q0GKeoLYm",0
"RT @gregmcneilly: Is @realDonaldTrump the GOP FDR? https://t.co/0q0GKeoLYm",0
"RT @gregmcneilly: Is @realDonaldTrump the GOP FDR? https://t.co/0q0GKeoLYm",0
"RT @gregmcneilly: Is @realDonaldTrump the GOP FDR? https://t.co/0q0GKeoLYm",0
"@realDonaldTrump = Hitler https://t.co/YngnSYtnNr",0
"RT @gregmcneilly: Is @realDonaldTrump the GOP FDR? https://t.co/0q0GKeoLYm",0
"RT @gregmcneilly: Is @realDonaldTrump the GOP FDR? https://t.co/0q0GKeoLYm",0
"RT @gregmcneilly: Is @realDonaldTrump the GOP FDR? https://t.co/0q0GKeoLYm",0
"THIS is how it's done! @realDonaldTrump could learn from Trudeau https://t.co/ZnhPJj0UcC",0
"RT @gregmcneilly: Is @realDonaldTrump the GOP FDR? https://t.co/0q0GKeoLYm",0
"Predatory Capitalism=banks +walmart!!
Stop these Mr. President before we can stabilize our economy!!! @realDonaldTrump",0
"RT @gregmcneilly: Is @realDonaldTrump the GOP FDR? https://t.co/0q0GKeoLYm",0
"RT @gregmcneilly: Is @realDonaldTrump the GOP FDR? https://t.co/0q0GKeoLYm",0
"RT @gregmcneilly: Is @realDonaldTrump the GOP FDR? https://t.co/0q0GKeoLYm",0
"RT @gregmcneilly: Is @realDonaldTrump the GOP FDR? https://t.co/0q0GKeoLYm",0
"RT @foolish123: @realDonaldTrump is paying #Huge Dividends. 

#MAGA is a Full Go!

Ford announced they will NOT be leaving in 2019!

https:…",-2
"RT @gregmcneilly: Is @realDonaldTrump the GOP FDR? https://t.co/0q0GKeoLYm",0
"RT @gregmcneilly: Is @realDonaldTrump the GOP FDR? https://t.co/0q0GKeoLYm",0
"RT @gregmcneilly: Is @realDonaldTrump the GOP FDR? https://t.co/0q0GKeoLYm",0
"RT @gregmcneilly: Is @realDonaldTrump the GOP FDR? https://t.co/0q0GKeoLYm",0
"RT @gregmcneilly: Is @realDonaldTrump the GOP FDR? https://t.co/0q0GKeoLYm",0
"@LouDobbs @davidaxelrod @realDonaldTrump they would have only been happy with more of the same thing that's been there",1
"RT @gregmcneilly: Is @realDonaldTrump the GOP FDR? https://t.co/0q0GKeoLYm",0
"RT @foolish123: @realDonaldTrump is paying #Huge Dividends. 

#MAGA is a Full Go!

Ford announced they will NOT be leaving in 2019!

https:…",-2
"RT @gregmcneilly: Is @realDonaldTrump the GOP FDR? https://t.co/0q0GKeoLYm",0
"@realDonaldTrump is paying #Huge Dividends. 

#MAGA is a Full Go!

Ford announced they will NOT be leaving in 2019!

https://t.co/LHjNROmdEW",-1
"Is @realDonaldTrump the GOP FDR? https://t.co/0q0GKeoLYm",0
"@transition2017 @realDonaldTrump and they are all racists!",-1
"@mitchellvii It crawled out of its hole and saw its shadow - 8 more years of @realDonaldTrump. #NeverHillary",0
"Love It!!!! #nosnakes in the White House #draintheswamp  @realDonaldTrump https://t.co/6qlxA10dRG",1
"Is @realDonaldTrump getting the @POTUS twitter handle in January? I wanna keep track of which accounts continue to retweet the KKK.",0
"@kparvin56 @LouDobbs @realDonaldTrump @FoxNews daughter bought a Lincoln and now you're the authority please get over yourself",-1
"RT @Rotten_Puddin: @tayIorhq @realDonaldTrump You First!",1
"@bhayes2016 @LouDobbs @realDonaldTrump @FoxNews amen",0
"@realDonaldTrump GOOD JOB PRES TRUMP YOUA ARE THE MAN, GODBLESSYOU!",2
"@SuMarMoK @LouDobbs @realDonaldTrump @FoxNews so if Bill Ford didn't call you personally with his company plans it must be a lie? Good grief",-1
"@BLMehaffey @LouDobbs @realDonaldTrump @FoxNews I could think of a lot of places Clarkston, Davison, Grand Blanc any # of places not Flint!",0
"@BLMehaffey @LouDobbs @realDonaldTrump @FoxNews why would anybody want to build a business in Flint it's a cesspool",0
"@realDonaldTrump actually I'm inspired on how you won. I really feel like anything is possible. No disrespect.",1
"@FoxNews @johnlegend @realDonaldTrump fuck Him",-3
"@realDonaldTrump @CNN @Bakari_Sellers @LisaBloom @MariaTCardona Why r you fulfilling your own agenda &amp; not the ppls by leaving the press out",-1
"@FreemarketJay Would love to see Christians say they will HELP+SUPPORT President @realDonaldTrump &amp; not covertly ""threaten"" him--ie: eyes on",-1
"@Mina001 @realDonaldTrump Let them chirp...they're done. Only one's listening to them are them. https://t.co/IwQgqjxxR2",0
"@seanhannity @realDonaldTrump @StephenBannon  is this true?  https://t.co/j3o3mPaTx6",0
"RT @Jrue616: @realDonaldTrump make American brown again",0
".@katyperry se lanza contra @realDonaldTrump... ¿A qué no adivinas que ha hecho? https://t.co/GrwhGAZZIm https://t.co/0QzLn3BfTk",0
"RT @Cool987Bismarck: We expect @realDonaldTrump to be back in North Dakota in the not-so-distant future.

https://t.co/T8voXKArs5

#NorthDa…",0
"@jayrosen_nyu @neeratanden @realDonaldTrump sorry Jay- Trump has been lying about automakers for 18 months- U didn't know?",-1
"@ACLU @realDonaldTrump take your tantrum elsewhere.",-1
"RT @PaBLo_AUrIaZuL1: You are so Intelligent @realDonaldTrump saying to the Americans, the Lincoln plant stays in US, but Ford is still movi…",0
"@realDonaldTrump if you get time in your busy schedule, please call Carrier A/C and tell them not to close shop IN USA.",-1
"RT @DavesGrill: Thank you #DirtyHarry @EastwoodUSA #TrumpPresident @realDonaldTrump #MAGA https://t.co/9lqMCrkn4q",1
"RT @DavesGrill: Thank you #DirtyHarry @EastwoodUSA #TrumpPresident @realDonaldTrump #MAGA https://t.co/9lqMCrkn4q",1
"@seanhannity @realDonaldTrump @CNN Pres Trump should hire loyal internet journalists for his press pool.  Forget mainstream media.",2
"@lrozen @jaketapper @jensstoltenberg @realDonaldTrump increased spending on the ""fence""?!",0
"RT @DavesGrill: Thank you #DirtyHarry @EastwoodUSA #TrumpPresident @realDonaldTrump #MAGA https://t.co/9lqMCrkn4q",1
"@realDonaldTrump When I see you and your family on TV, your 10 year old son looks so forlorn between all the family members. Hard to watch.",-2
"@AC360 @Acosta @CNN @realDonaldTrump @seanhannity My friends and I stopped watching CNN 10 YEARS AGO, because  #CNNSUCKS  #LYIN'CNN",0
"The Alt-LEFT is ganging-up to destroy President @realDonaldTrump Appointments incl.@SenatorSessions Bannon… https://t.co/XYE8dZFodj",-1
"@mepperganfortas @BarbMuenchen @realDonaldTrump no you're wrong ,I'm insulted.",-2
"@FoxNews When it comes to any celeb......I don't pay attention.
@johnlegend @realDonaldTrump",0
"@realDonaldTrump Ford retirees know better. You're not looking out for them either.",2
"Benefits to the Region #TNEM https://t.co/ZMcvgWFV1a @NortheastMaglev @realdonaldtrump What to make America great? invest in @Amtrak #trains",2
"@FoxNewsSunday I want to balancing voices.@realDonaldTrump @jaredkushner should reflect this with SoS, Treasury &amp; Defense. <U+2795>more diversity.",0
"RT @UriahCervantes: @BillPeriman I'm super stoked about the loyal @SenatorSessions being chosen by @realDonaldTrump! He's an ultraconservat…",4
"THIS is one of the things I wanted to see out of a @realDonaldTrump Presidency! https://t.co/M7l543Qc2P",0
"Like @POTUS and @HillaryClinton the USA has @JohnKerry making foolish statements. Thank God for President… https://t.co/yGWsh5GuXq",1
"Getting angrier by the minute. @realDonaldTrump is going to throw us under the bus. Just watch!",1
"Sign the petition: Tell @realDonaldTrump to reject Steve Bannon &amp; all racism in the White House https://t.co/WdFAvASzvh",-2
"@realDonaldTrump oh wow, amazing you taking credit for saving a plant that wasn't closing anyway.  #truthmatters",4
"@NoahCRothman @thehill hmmmmmm @realDonaldTrump",0
"@encthenet @RepBarbaraLee @realDonaldTrump said it during an interview before the election, talking about how FDR did it n was admired. <ed><U+00A0><U+00BE><ed><U+00B4><U+0094>",0
"@realDonaldTrump is like chemo-therapy for socialism and leftists- it may make us ill but will expel the sickness to cure the USA",-1
"@realDonaldTrump good job fixing a fictitious problem Don. You are making America great one bullshit tweet at a time",-1
"@realDonaldTrump Please President Elect Trump don't go on the thank you tour too much unrest &amp; not safe. We would rather have you safe",2
"@larry_kudlow @SenatorSessions  Every appt. @realDonaldTrump makes is a reminder how important it is that we don't have Hillary making them.",1
"@LouDobbs @davidaxelrod @realDonaldTrump  So we're supposed to listen to a liberal PR hack who has no idea what he's talking about.",-1
"@realDonaldTrump",0
"@realDonaldTrump So proud of you!",1
"RT @stevegrubershow: Did I hear somewhere 'elections have consequences'? @realDonaldTrump putting together a big rejection of #Obama #Attor…",0
"@SenatorSessions You are the Old South. We don't need the Old South in the GOP or Attorney General. We must usher in new! @realDonaldTrump",1
"@NPR @realDonaldTrump LeSigh....",0
"Did I hear somewhere 'elections have consequences'? @realDonaldTrump putting together a big rejection of #Obama #AttorneyGeneral",0
"@realDonaldTrump @SheriffClarke DJT, many of us would like you to consider Sheriff Clarke for Director of Homeland Security.  He's qualified",2
"@realDonaldTrump Doubt it.",-1
"@realDonaldTrump No you didn't.  Just like you didn't win the popular vote #unpopulardonald #Liar #PEOTUS",4
"@realDonaldTrump Good choice if Mit Romney will be the Secretary of State. That would make a huge transition in the development process!!",1
"@KeithOlbermann @EndCrueltyNOW @realDonaldTrump https://t.co/ZGwBYUac00",0
"@BoSnerdley  @rushlimbaugh Your 13 y/o guest from summer 2016 -Walker Haber -  @nytimes the day before the election… https://t.co/eUnq2rP7Mb",0
"RT @UriahCervantes: @BillPeriman I'm super stoked about the loyal @SenatorSessions being chosen by @realDonaldTrump! He's an ultraconservat…",4
"New Update posted to: '.@realDonaldTrump congrats first of all.
Seniors in our country need your help. We are struggling to live. Thank you",3
"With Sanders/Warren ascendant in @SenateDems and @realDonaldTrump leading Reps, proponents of #FreeTrade are epically and completely screwed",0
"@RDOGG_18 @realDonaldTrump I liked it tho hah",1
"@SheriffClarke @nytimes @washingtonpost @realDonaldTrump Why are so many people dying in your jail, Sheriff?",-2
"@SethHCP @lesHCP @ashleyhcp @realDonaldTrump yo voté a mi sobado",0
"@SethHCP @lesHCP @ashleyhcp que ¿votasteis a @realDonaldTrump ?",0
"@htTweets @realDonaldTrump https://t.co/kgbyPx5xpO",0
"Hope you can find a place to have a private <ed><U+00A0><U+00BE><ed><U+00B6><U+0083>with your family. God bless U all<U+203C><U+FE0F>@realDonaldTrump @DonaldJTrumpJr… https://t.co/V0mEINSSWY",2
"@DWStweets @realDonaldTrump @SenatorSessions @NAACP @nytimes same old Democrats playbook. Attact the character.  Its not working anymore",-1
"@realDonaldTrump You have to start punishing businesses that hire illegal immigrants",-1
"@realDonaldTrump Please @AllenWest for #SecretaryofDefense. That would be a real great pick. True Leader who will stand with the troops.",2
"@potus Obama without teleprompter... --uh uh uh uh uh uh uh.. Most unqualified President ever.
#Hannity #maga @seanhannity @realDonaldTrump",-1
"Go @realDonaldTrump Prove them WRONG  https://t.co/Ag21rw3UAw",-1
"#ThisIsNotNormal #ThisIsWhereWeAre #ThatsABunchOfMalarkey #TrumpLies @realDonaldTrump https://t.co/AZVnA6Sns5",0
"RT @atticsonline: @realDonaldTrump Really hoping for Rudy or Huckabee for SOS.  Romney is not trustworthy.",0
"@AimeesMK @realDonaldTrump are you fucking kidding me?? Your delusions are med worthy!",-1
"@realDonaldTrump Really hoping for Rudy or Huckabee for SOS.  Romney is not trustworthy.",0
"@realDonaldTrump how can you appoint an AG who hates cannabis?",-1
"@NimbusThree @IMPL0RABLE You should watch yourself when speaking about @realDonaldTrump. Wishing disaster upon him will only bring you ruin!",-2
".@DetroitDailyNew @DetNews The @DetroitPistons need to stay at @realDonaldTrump's hotels when they're on the road for inspiration.",1
"@realDonaldTrump @ Want to save a quick $20 billion in healthcare? https://t.co/57kCozhpfO #CRNAs #NurseAnesthesia #AffordableCare",1
"RT @RyanSullivanMI: .@Ford I'm a #shareholder. I demand you report the #realnews: .@realDonaldTrump did NOT cause you to keep #plant open i…",0
"Is the MSM going crazy with @realDonaldTrump cabinet picks? https://t.co/A5go0hEZpr",-1
"RT @UriahCervantes: @BillPeriman I'm super stoked about the loyal @SenatorSessions being chosen by @realDonaldTrump! He's an ultraconservat…",4
"@lightlady @realDonaldTrump 
Just imagine what he can get done when he's in office!",1
"@BillPeriman I'm super stoked about the loyal @SenatorSessions being chosen by @realDonaldTrump! He's an ultraconservative juggernaut!",4
".@Ford I'm a #shareholder. I demand you report the #realnews: .@realDonaldTrump did NOT cause you to keep #plant open in #Kentucky. #truth",0
"I have a love hate relationship with #Kanye I'm glad he spoke the truth last night at @kanyewest concert about… https://t.co/LV5vbF0E7i",1
"@jayrosen_nyu @realDonaldTrump Trump trying to take false credit already. Sickening.",-1
"@ddale8 @reddogcw @realDonaldTrump 
Sounds like Donald will fit right in with other liars in Washington #Bigwhitelie",1
"@realDonaldTrump should hire Charles Payne.
#americasnewsroom",0
"Thank you for being our watchdog. We need you now more than ever. @SenWarren @realDonaldTrump",1
"@realDonaldTrump isn't even in the White House yet and he has already saved American jobs. #MAGA https://t.co/TJrABltitS",1
"@POTUS Obama is a divisive hate and fear monger.
@realDonaldTrump is a big hearted humble unifier.
#maga #Hannity @seanhannity",-1
"@politico @realDonaldTrump @louisjnelson what was the lame excuse for not voting. Don't vote keep your mouth shut.",-2
"Alabamas @SenatorSessions will make a Great Attorney General! As Alabama native he will be calm, cool but very tough! @realDonaldTrump #RTR",3
"@realDonaldTrump consistently showing he is a bigger man than @potus Obama.
Obama = Vindictive hate monger 
Trump = humble unifier
#Hannity",3
"#globalwarming @realDonaldTrump https://t.co/3FT9FiCbcw",0
"@realDonaldTrump My opinion is #NeverRomney Look to the loyalists who always had ur back #MAGA",0
"RT @DeanDesign101: @politico @realDonaldTrump Trump will be the best president OUR country has seen in decades.
A jobs president!! Finally",3
"@realDonaldTrump I can't decide if I pity or abhor you. Do you believe your own lies? https://t.co/myjcDdnEbs",-2
"RT @Cici78: @scotthaas27 @realDonaldTrump @theyucatantimes Well gosh my shipments are gonna be a mess, they told us Kentucky. Think I'll be…",0
"@realDonaldTrump  how do you feel knowing your daughter does porn?",0
"While I don't think it needs to be on the front burner, I do hope that @realDonaldTrump DOES follow up on by appoin… https://t.co/xu8pNGWX5s",2
"@realDonaldTrump I just spoke with my good friend Tim Cook. Apple will stay in Cupertino and not move to Mexico. #TakingCreditYouDidntDo",1
"@realDonaldTrump says he was elected to ""Drain the Swamp"", only problem is he is putting the same leaches back in!",-3
"@LouDobbs @davidaxelrod @realDonaldTrump Go get em Lou!",0
"Sad part of @realdonaldtrump's plan to keep jobs here is companies will raise prices to compensate.",0
"@HLNTV @realDonaldTrump @MorningExp stupid",-1
"@SenSanders  Go home Bernie....you're high.
@MasonRaeDixon @realDonaldTrump",0
"@SenWarren @MAHAMOSA @realDonaldTrump @YouTube if you put a bag over your face....",-1
"the media is going nuts because @realDonaldTrump  appears to be doing so well on transition, they thought he would not. go Trump",1
"@SenWarren @MAHAMOSA @realDonaldTrump you do know Hillary and Obama were funded by these people,right eliesabit",0
"@SenWarren @MAHAMOSA @realDonaldTrump @politico excellent!!!",1
"@SenSanders @MAHAMOSA @realDonaldTrump no",0
"the media going after @realDonaldTrump  with ridiculous things is just making his supporters more determined, guaranteeing a second term",0
"@realDonaldTrump Please do not have Mitt Romney in your cabinet. Romney and Ryan will undermine everything you do. He will not be loyal !",-2
"RT @BYRONBCJAKE: @KimHarm63660098 @perossmeisl @OneChrist1Truth @19PHIL51 @CarnesGeorge @Pudingtane @pepsi @realDonaldTrump Pepsi CEO sexis…",0
"@realDonaldTrump snatched America from the grips of evil in final seconds.

He will be Reagan x2!",-1
"RT @lucyhallowell: Daily reminder that @realDonaldTrump got his ass beat by over 1 million votes by a woman.",0
