"text","score"
"RT @DrThomasFish: @Don_Vito_08 @Chrissy06699126 @realDonaldTrump  ""America, I'm putting my shoulder to the wheel.""  A little edited Ginsber…",-1
"@Don_Vito_08 @Chrissy06699126 @realDonaldTrump  ""America, I'm putting my shoulder to the wheel.""  A little edited Ginsberg.",-1
"@realDonaldTrump you don't seem to be doing much swamp draining.",-2
"@realDonaldTrump Do you have a food taster? You never know when one might save your life, eh?",1
"RT @lovemytrout: @realDonaldTrump we say NO to #NikkiHaley we remember what she did to our confederate flag &amp; started dismantling our histo…",0
"@SenSanders @realDonaldTrump Which scientists?  There are opinions on both sides of this issue.",-1
"RT @gregmcneilly: Watching the intolerant Left meltdown over the win by @realDonaldTrump https://t.co/wdb4TPBavV #tcot",-1
"@realDonaldTrump Prayers, Hopes, and All my best.",1
"@realDonaldTrump  J Clapper is out, time to get a Director of National Intelligence that will serve America not one man's ideology. #MAGA",0
"@s_queennie @realDonaldTrump Yep, I like that!

But had to be crazy to try and make sure. I was scared the #Establishment took control again",-1
"RT @gregmcneilly: Watching the intolerant Left meltdown over the win by @realDonaldTrump https://t.co/wdb4TPBavV #tcot",-1
"@noleyez @WhiteHouse @POTUS pssst same pollsters that told us hillary was going to beat @realDonaldTrump #fakenews",0
"@realDonaldTrump This is not the Apprentice ffs",-1
"@bowhunter_va @GaetaSusan @seanhannity @LindaSuhler @SandraTXAS @Miami4Trump @Babbsgirl2 @realDonaldTrump   My kinda Pres.",0
"Watching the intolerant Left meltdown over the win by @realDonaldTrump https://t.co/wdb4TPBavV #tcot",-1
"@detroitnews @realDonaldTrump and here I thought the self anointed gentler party was democratic.   Interesting.  Thugs more like it!",2
"@Andromodid @LorenceHud @realDonaldTrump @corrigan_ryan @TOR_ONT_O  Sheila when is the election?",0
"@realDonaldTrump Actor losers said they where moving to Canada on great TRUMP win, intead loser actors stop at ND pipeline causing problems!",0
"@SenSanders @realDonaldTrump another tweet from a staffer. Where is Bernie, he hasnt tweeted in weeks? No -B means staffer liberal kid tweet",0
"@brunelldonald @transition2017 @realDonaldTrump Pathetic! There are no black ppl on Trump's Transition team &amp; there won't be in his Admin",-1
"@seanhannity @pmbasse @realDonaldTrump @CNN @HillaryClinton @brianstelter i hope he boycotts CNN forever! I know I have!!!",1
"Anytime #MeganKelly is backing 100% an @realDonaldTrump decision, it's 100% a Bad Decision. 

No Way @realDonaldTrump will appoint Romney!",-1
"@SenSanders @realDonaldTrump
How do we get politics out of science?",0
"RT @lovemytrout: @realDonaldTrump we say NO to #NikkiHaley we remember what she did to our confederate flag &amp; started dismantling our histo…",0
"RT @Travelmimi222: @kupajo322 @Alwaleed_Talal @jack @POTUS @georgesoros @CFR_org @realDonaldTrump We need #TrumpTV Stop the lies and expose…",-1
"@pg_rant @realDonaldTrump I can here #mittromney now, ""I was the one talking to our allies and others, They Told me if it wasn't Trump...""",1
"@FoxNews  Romney would be a perfect choice for Sec. of State or Sec. of Treasury. It would be a great move by  @realDonaldTrump .",4
"@detroitnews @realDonaldTrump TRUMP!",1
"@pg_rant @realDonaldTrump It's ok then for Romney to run against Trump in 2020 or 2024 to you?

The #NWO lost control, Romney gets it back!",0
"RT @lovemytrout: @realDonaldTrump we say NO to #NikkiHaley we remember what she did to our confederate flag &amp; started dismantling our histo…",0
"@policrits @realDonaldTrump @AmbJohnBolton I would love to see Bolton @MittRomney is great bring party together! Romney loves our Republic!",3
"@pg_rant @realDonaldTrump Yes, I agree with you fully. Trump needs to make sure he doesn't appoint Romney. 

Currently, he hasn't and I'm ok",1
"@NPR don't worry Bernie. He won't stand 4 anything, but corporate welfare and cronyism. @realDonaldTrump not about to help workers.",-3
"@pg_rant @realDonaldTrump Trump will be challenged by Multiple #GopSnakes in 2020. 

When's the last time that happened to any President?",1
"@pg_rant @realDonaldTrump Seriously, think about it. 

If Romney were to get a #TopCabinetPost, do you think #mittromney will not run 2020?",-1
"@pg_rant @realDonaldTrump I'm hinking of how Trump #Legitimizes #MittensRomney and thus is backing the #SwampCreatures. 

NO #RomneyForPrez",1
"Great job, @RealDonaldTrump &amp; @TheDemocrats! You built this! 
<U+23F3><ed><U+00A0><U+00BD><ed><U+00B7><U+00A3><ed><U+00A0><U+00BD><ed><U+00B1><U+00A5><ed><U+00A0><U+00BD><ed><U+00B1><U+00B6><ed><U+00A0><U+00BD><ed><U+00B7><U+00B3><U+231B><U+FE0F>
#DNCReboot #progressives 

https://t.co/KV91TPH6aG",1
"@LilPicture @seanhannity @realDonaldTrump pay attention, the world is continuing as you keep this distraction going.",-1
"RT @foolish123: @KellyannePolls and @realDonaldTrump 

Get out in front of the #MittRomney thing. Tell #America you will not be supporting…",-2
"@pg_rant @realDonaldTrump No man. #Cruz campaigned for #Trump. 

Did you forget that?

He came around. Romney did NOT!

#draintheswamp",1
"https://t.co/JMXw0LJhVr

Maybe its just me but im sure he just preemptively blamed @realDonaldTrump for his own doing on the world stage",1
"@BreitbartNews Watch your back @realDonaldTrump !",0
"@BGEEZ @realDonaldTrump IF #Trump appoints #Romney to a Cabinet Post, Trump is Handing Romney the Presidency. 

What about #DrainTheSwamp?",2
"@BGEEZ @realDonaldTrump I give him a chance to get out in front of this and announce to all #Americans he isn't allowing him to #CabinetPost",0
"@KellyannePolls and @realDonaldTrump 

Get out in front of the #MittRomney thing. Tell #America you will not be supporting #Establishment!",0
"@realDonaldTrump I pray for wisdom for you sir and for those who hold your ear. You are a good man. I look forward to your presidency :)",2
"@realDonaldTrump don't appoint #mittromney to a top tier #CabinetPost 

IF you do you will have Already performed #BaitAndSwitch on #America",1
"someone on fox news said they don't know if @realDonaldTrump  will change DC. he might not but I guarantee they will know he was there",-1
"RT #TrumpNation IF

you will NOT Support @realDonaldTrump if he Allows #Romney a #Cabinet Post. 

#NoWay 

I am really scared!",-1
"@_RealValentina_ @realDonaldTrump Fuck @Rmoney AND @TedCruzTheZodiacKiller",-3
"RT @lovemytrout: @realDonaldTrump we say NO to #NikkiHaley we remember what she did to our confederate flag &amp; started dismantling our histo…",0
"@TheFive Will one of you let @megynkelly know it wasn't her question to @realDonaldTrump, it was the specific words used out of context. Tax",0
"I am coming OUT fully against #MittRomney being in @realDonaldTrump's #Cabinet. 

IF @realDonaldTrump allows Romney in, I'm #DONEwithTRUMP!",0
"@realDonaldTrump By allowing #mittromney to be in your #Cabinet, YOU are supporting him to run for President against YOU!

Do you get?
#MAGA",1
"@realDonaldTrump Please don't disappoint the #TRumpNation.

If you Give #Romney a position you ARE GIVING HIM the PRESIDENCY!

2020 or 2024",-1
"@LouDobbs @realDonaldTrump @lh_carter @tony4ny 

There WERE Trump voters who didn't tell the pollsters: https://t.co/0FWnjOaQNF",1
"About to speak on the Senate floor about @RealDonaldTrump’s broken promise to... https://t.co/sfKrKrefXn by #SenWarren via @c0nvey",0
"@roxyloveslucy @realDonaldTrump @KellyannePolls  This can not stand. 

YOU guys choose 

It's the #TrumpNation and OUR Support,

OR

#Romney",-1
"This is the kind of bullshit we will need to watch for throughout @realDonaldTrump 'a sham presidency https://t.co/NyVcf9ZF72",-2
"Perhaps @realDonaldTrump is considering @MittRomney for White House Toilet Attendant. Mitt is qualified for nothing else. #NeverMitt",0
"@SenWarren @realDonaldTrump 

There WERE Trump voters who didn't tell the pollsters: https://t.co/0FWnjOaQNF",1
"@kfeldz @realestateisfun @PrisonPlanet @NBCNewYork @realDonaldTrump Less crowed too!!",0
"@geesemom @realDonaldTrump @Everytown @EricaSmegs won't happen he is a pig",-1
"@georgelopez @realDonaldTrump if ur going 2 break ur promise 2 leave (lying tool) at least go crawl back under the rock from which u came",-1
"@SenWarren @realDonaldTrump Trump will be the best president for sure. You hawl against him beoz u didn't get a position in his team. Sorry!",1
"***BREAKING NEWS*** Secret Service orders @realDonaldTrump to stay away from 'Punkin Chunkin' contests.",-1
"@realDonaldTrump One win means a lot .Be a man you are - Be a U.S president you mean . A great America need a great president . No excuse !",2
"Lol...exactly how we all feel! @MittRomney @realDonaldTrump https://t.co/QNh3kvT0eX",0
"RT @lovemytrout: @realDonaldTrump we say NO to #NikkiHaley we remember what she did to our confederate flag &amp; started dismantling our histo…",0
"@realDonaldTrump you have to draw a red line when it comes to Mitt Romney",0
"@realDonaldTrump have you taken any calls for someone to check your spelling?
#received*",0
"@SenWarren @realDonaldTrump You are still one nasty woman, how's that working for you since the election?  Not too good!<ed><U+00A0><U+00BD><ed><U+00B8><U+00B3>",-4
"@realDonaldTrump if their Communism is such a ""good thing,"" Why so cruel,underhanded,violent and filled with collus… https://t.co/lKR8IkHBhy",1
"RT @Disciplelady333: @realDonaldTrump MITT ROMNEY??? A SWORN ENEMY during OUR CAMPAIGN?? What a SLAP IN THE FACE to your constituency and L…",-2
"@LouDobbs @realDonaldTrump @lh_carter @tony4ny 

Hillary re-emerges looking like one of the dancers from Michael Ja… https://t.co/UjeQMfW732",1
"RT @JimPowersjpp: @WDFx2EU10 @silentmajorityu @ShepNewsTeam @FoxNews @realDonaldTrump shep is a 'warlock'....burn him!",0
"@Lrihendry @realDonaldTrump This guy pisses me off! What an A-hole that he can't call for peace. SORE LOSERS! <ed><U+00A0><U+00BD><ed><U+00B8><U+00A1>",-1
"RT @rossr122: WTH, @RealDonaldTrump!! Romney and #Trump to discuss secretary of state position, NBC source says https://t.co/bwH6kLjKJG",1
"@vic2illdacrack @RobertsT_MO @HuffingtonPost @realDonaldTrump if America is so great why is the liberal pacifier party protesting",0
"WTH, @RealDonaldTrump!! Romney and #Trump to discuss secretary of state position, NBC source says https://t.co/bwH6kLjKJG",1
"RT @atticsonline: @realDonaldTrump Please NOT Mitt Romney, he will stab u in the back while he's smiling",-1
"RT @Disciplelady333: @realDonaldTrump MITT ROMNEY??? A SWORN ENEMY during OUR CAMPAIGN?? What a SLAP IN THE FACE to your constituency and L…",-2
"RT @lovemytrout: @realDonaldTrump we say NO to #NikkiHaley we remember what she did to our confederate flag &amp; started dismantling our histo…",0
"RT @JimPowersjpp: @WDFx2EU10 @silentmajorityu @ShepNewsTeam @FoxNews @realDonaldTrump shep is a 'warlock'....burn him!",0
"RT @atticsonline: @realDonaldTrump Please NOT Mitt Romney, he will stab u in the back while he's smiling",-1
"@realDonaldTrump For the love of America, start acting like a mature and respectable President elect",4
"@realDonaldTrump Please NOT Mitt Romney, he will stab u in the back while he's smiling",-1
"@realDonaldTrump please consider the fact that Romney was the first to start Anyone But Trump campaign.",1
"RT @lovemytrout: @realDonaldTrump we say NO to #NikkiHaley we remember what she did to our confederate flag &amp; started dismantling our histo…",0
"RT @JimPowersjpp: @WDFx2EU10 @silentmajorityu @ShepNewsTeam @FoxNews @realDonaldTrump shep is a 'warlock'....burn him!",0
"RT @Disciplelady333: @realDonaldTrump Mitt Romney? My blood is boiling.",-1
"@realDonaldTrump Mitt Romney? Are you out of your f****** mind",0
"RT @lovemytrout: @realDonaldTrump we say NO to #NikkiHaley we remember what she did to our confederate flag &amp; started dismantling our histo…",0
"@realDonaldTrump NO Mitt Romney- horrible worse than a snake - please don't in your cabinet. John Bolton would be a great Sec of State",-1
"RT @smilinisle: @kurteichenwald @gabenascar @PragmaticEbooks @realDonaldTrump well let's cut corners only take off the T",1
"RT @lovemytrout: @realDonaldTrump we say NO to #NikkiHaley we remember what she did to our confederate flag &amp; started dismantling our histo…",0
"RT @lovemytrout: @realDonaldTrump we say NO to #NikkiHaley we remember what she did to our confederate flag &amp; started dismantling our histo…",0
"@realDonaldTrump Mitt Romney? My blood is boiling.",-1
"@realDonaldTrump YOU can not be serious about considering Mitt Romney for anything. He was a sworn enemy during OUR campaign. Loyalty first!",-1
"@realDonaldTrump MITT ROMNEY??? A SWORN ENEMY during OUR CAMPAIGN?? What a SLAP IN THE FACE to your constituency and LOYAL followers! Bad!",-2
"@realDonaldTrump",0
"@FoxBusiness @realDonaldTrump @MittRomney LOL DID ROMNEY ""LEAK"" THIS?",-1
"@ClimateKings @SpeakerRyan @realDonaldTrump How did Trump destroy your family? Pray tell!?",0
"@MonicaCrowley @Italians4Trump @realDonaldTrump @NAR He told you so!!! Passes Kleenex to the left.. Why are you still crying? They will C!!",0
"@IngrahamAngle @FoxNews @realDonaldTrump That would be great!!",1
"@GodEclipze @realDonaldTrump woooo lets goo love that rawl",1
"@realDonaldTrump GO TRUMP, CLEAN THE MUD...DRAIN THE SWAMP!!!",1
"@WDFx2EU10 @silentmajorityu @ShepNewsTeam @FoxNews @realDonaldTrump shep is a 'warlock'....burn him!",0
"Hey! I just checked Trumps page and he follows 41 people, of which, I am not one. Dang! But Piers Morgan? WTF! @realDonaldTrump",-1
"@StopTrumpBigly @realDonaldTrump He also isn't the President yet so if he wants to ditch the lying media for a steak dinner do what.",-1
"@stacigreason @BernieSanders @realDonaldTrump True hero? Only if he's a cop, 1st responder or soldier. He's a career pol like the rest of em",2
"RT @gregmcneilly: Could @realDonaldTrump win a filibuster proof US Senate in 2018? https://t.co/ZaGnhdIX4J",1
"@CGasparino @realDonaldTrump @FoxBusiness https://t.co/SqeV37rd5X",0
"@FLGovScott @realDonaldTrump  GREAT TEAM!!",1
"@realDonaldTrump Amazing sole parent/Special needs mother here.Highly Educated/impressive experience. Wants to work for you. Where to apply?",4
"@realDonaldTrump Under no circumstances should Milquetoast Romney be considered for ANYTHING in your administration… https://t.co/ECIWhfXvgn",0
